roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-2737,male,A,some high school,0,1,12,59,72,49,192,D
std-2738,male,B,some college,0,0,24,50,90,76,240,C
std-2739,male,D,bachelor's degree,0,1,43,61,49,74,227,C
std-2740,male,C,associate's degree,0,1,53,91,59,73,276,B
std-2741,male,E,some college,1,0,57,62,89,35,243,C
std-2742,male,C,some college,1,0,30,38,52,24,144,Fail
std-2743,male,D,associate's degree,1,0,74,100,75,93,342,A
std-2744,male,B,associate's degree,0,0,58,76,91,55,280,B
std-2745,male,D,bachelor's degree,0,1,93,71,74,89,327,A
std-2746,male,A,high school,1,0,26,91,55,79,251,B
std-2747,male,E,some college,1,1,100,27,70,52,249,C
std-2748,male,C,some college,1,0,72,83,67,48,270,B
std-2749,male,B,some college,1,0,58,66,41,60,225,C
std-2750,male,E,some high school,0,0,0,73,55,88,216,C
std-2751,male,B,high school,1,0,39,79,80,90,288,B
std-2752,male,D,associate's degree,1,0,30,100,70,36,236,C
std-2753,male,C,associate's degree,1,1,18,100,100,81,299,B
std-2754,male,D,some high school,1,1,38,76,72,47,233,C
std-2755,male,B,some high school,1,1,44,84,78,35,241,C
std-2756,male,E,some college,1,0,19,69,60,78,226,C
std-2757,male,B,some college,1,1,64,82,88,82,316,B
std-2758,male,E,bachelor's degree,0,0,54,90,85,60,289,B
std-2759,male,D,associate's degree,1,0,61,71,72,37,241,C
std-2760,male,B,some college,1,0,70,70,57,58,255,B
std-2761,male,C,associate's degree,0,1,61,91,44,78,274,B
std-2762,male,C,high school,1,0,34,59,77,87,257,B
std-2763,male,E,associate's degree,1,1,44,93,49,49,235,C
std-2764,male,C,some high school,1,0,33,60,52,84,229,C
std-2765,male,B,associate's degree,0,0,59,64,46,64,233,C
std-2766,male,A,bachelor's degree,0,0,22,68,67,78,235,C
std-2767,male,B,some college,0,0,66,67,54,38,225,C
std-2768,male,B,master's degree,0,1,54,53,55,82,244,C
std-2769,male,C,high school,1,0,61,72,74,94,301,B
std-2770,male,D,some college,1,0,37,66,100,73,276,B
std-2771,male,B,associate's degree,0,0,31,91,70,99,291,B
std-2772,male,D,master's degree,1,1,30,80,59,69,238,C
std-2773,male,D,high school,0,0,36,78,67,62,243,C
std-2774,male,C,associate's degree,0,0,39,65,100,44,248,C
std-2775,male,E,some college,0,0,34,68,50,55,207,C
std-2776,male,B,high school,1,0,31,100,54,53,238,C
std-2777,male,E,bachelor's degree,1,1,68,50,52,56,226,C
std-2778,male,D,some college,1,0,69,73,29,44,215,C
std-2779,male,D,bachelor's degree,1,1,85,76,33,86,280,B
std-2780,male,E,some college,0,0,13,75,83,68,239,C
std-2781,male,A,some college,0,0,76,80,67,82,305,B
std-2782,male,C,high school,1,0,99,49,66,28,242,C
std-2783,male,B,high school,1,1,0,86,68,78,232,C
std-2784,male,A,some college,0,0,29,65,30,65,189,D
std-2785,male,C,high school,1,1,67,94,48,80,289,B
std-2786,male,E,some college,1,1,41,65,65,71,242,C
std-2787,male,C,some high school,0,1,100,60,96,91,347,A
std-2788,male,D,some high school,1,0,68,87,94,60,309,B
std-2789,male,C,high school,0,1,32,26,52,67,177,D
std-2790,male,B,some high school,1,1,37,87,75,38,237,C
std-2791,male,A,high school,1,0,100,53,87,66,306,B
std-2792,male,C,high school,0,0,16,50,81,80,227,C
std-2793,male,C,associate's degree,0,1,78,80,51,59,268,B
std-2794,male,C,associate's degree,0,0,56,100,68,64,288,B
std-2795,male,D,some college,1,1,42,75,64,83,264,B
std-2796,male,D,bachelor's degree,1,0,42,52,50,46,190,D
std-2797,male,D,high school,1,0,31,32,74,61,198,D
std-2798,male,D,associate's degree,1,0,28,30,77,73,208,C
std-2799,male,C,some high school,1,1,72,100,100,67,339,A
std-2800,male,D,some high school,0,1,18,86,49,70,223,C
std-2801,male,C,bachelor's degree,1,1,49,100,57,77,283,B
std-2802,male,D,high school,1,0,29,56,74,59,218,C
std-2803,male,E,some college,0,0,45,61,49,88,243,C
std-2804,male,C,bachelor's degree,0,0,47,74,70,32,223,C
std-2805,male,A,some college,1,0,62,98,54,59,273,B
std-2806,male,D,associate's degree,1,1,33,17,83,27,160,D
std-2807,male,E,some high school,0,1,74,87,79,58,298,B
std-2808,male,D,high school,1,0,36,61,74,72,243,C
std-2809,male,B,some college,1,1,93,76,71,47,287,B
std-2810,male,C,some college,1,0,36,98,40,77,251,B
std-2811,male,A,bachelor's degree,0,1,79,89,94,38,300,B
std-2812,male,D,some college,1,1,49,100,52,58,259,B
std-2813,male,C,associate's degree,0,1,76,87,57,59,279,B
std-2814,male,B,high school,0,0,89,17,50,91,247,C
std-2815,male,C,some high school,0,1,42,81,61,21,205,C
std-2816,male,D,some high school,0,0,100,86,56,63,305,B
std-2817,male,C,bachelor's degree,1,0,50,58,62,57,227,C
std-2818,male,C,some college,0,0,69,100,96,71,336,A
std-2819,male,D,high school,1,0,26,95,34,61,216,C
std-2820,male,A,some high school,1,1,60,54,30,68,212,C
std-2821,male,B,associate's degree,1,0,82,95,99,97,373,A
std-2822,male,B,some high school,1,1,78,83,59,66,286,B
std-2823,male,D,master's degree,1,0,72,51,66,37,226,C
std-2824,male,C,high school,0,0,60,71,57,87,275,B
std-2825,male,C,high school,0,0,70,55,10,74,209,C
std-2826,male,E,some high school,0,1,34,54,66,80,234,C
std-2827,male,D,some college,1,1,41,56,90,46,233,C
std-2828,male,C,some college,1,1,50,71,75,43,239,C
std-2829,male,B,high school,0,0,71,89,64,91,315,B
std-2830,male,C,associate's degree,1,1,22,87,67,59,235,C
std-2831,male,B,associate's degree,1,0,77,64,89,62,292,B
std-2832,male,D,master's degree,0,1,33,88,42,78,241,C
std-2833,male,D,some college,1,0,100,95,72,100,367,A
std-2834,male,C,high school,1,0,52,100,49,88,289,B
std-2835,male,E,associate's degree,1,0,51,67,71,88,277,B
std-2836,male,D,high school,1,0,45,68,66,74,253,B
std-2837,male,D,associate's degree,1,0,9,41,58,67,175,D
std-2838,male,C,associate's degree,1,0,79,88,60,72,299,B
std-2839,male,D,some high school,0,0,84,52,47,48,231,C
std-2840,male,B,high school,1,0,60,80,85,79,304,B
std-2841,male,D,some college,1,0,31,71,62,50,214,C
std-2842,male,C,some high school,1,0,8,55,66,47,176,D
std-2843,male,D,high school,1,1,43,100,61,61,265,B
std-2844,male,E,some college,0,0,77,76,67,27,247,C
std-2845,male,B,high school,0,0,18,85,99,78,280,B
std-2846,male,C,high school,1,1,48,54,91,100,293,B
std-2847,male,D,bachelor's degree,0,0,29,67,100,62,258,B
std-2848,male,E,associate's degree,1,0,55,100,77,12,244,C
std-2849,male,A,associate's degree,1,0,25,79,73,46,223,C
std-2850,male,B,high school,1,0,53,77,50,9,189,D
std-2851,male,A,associate's degree,0,0,43,97,59,41,240,C
std-2852,male,E,some high school,1,0,38,75,87,48,248,C
std-2853,male,B,master's degree,0,1,64,88,82,78,312,B
std-2854,male,E,bachelor's degree,1,1,70,72,43,33,218,C
std-2855,male,B,high school,0,0,97,58,54,100,309,B
std-2856,male,A,some college,0,1,16,78,39,97,230,C
std-2857,male,C,associate's degree,0,0,55,98,55,77,285,B
std-2858,male,D,bachelor's degree,1,1,49,67,61,76,253,B
std-2859,male,C,master's degree,0,0,69,71,91,39,270,B
std-2860,male,C,high school,1,0,37,92,66,66,261,B
std-2861,male,C,bachelor's degree,0,0,81,98,94,83,356,A
std-2862,male,C,master's degree,0,0,22,66,73,51,212,C
std-2863,male,C,some college,1,0,95,52,51,100,298,B
std-2864,male,E,high school,0,0,13,92,29,40,174,D
std-2865,male,C,master's degree,1,1,26,89,62,54,231,C
std-2866,male,B,some college,0,1,\t41,71,100,74,286,B
std-2867,male,D,associate's degree,1,0,42,65,100,88,295,B
std-2868,male,C,associate's degree,1,0,48,87,42,41,218,C
std-2869,male,E,some high school,1,0,44,80,44,36,204,C
std-2870,male,A,some high school,1,1,45,75,73,71,264,B
std-2871,male,D,high school,1,1,74,30,59,62,225,C
std-2872,male,C,associate's degree,0,1,63,57,45,75,240,C
std-2873,male,D,some high school,1,0,13,91,68,31,203,C
std-2874,male,E,some college,1,0,67,74,81,41,263,B
std-2875,male,D,bachelor's degree,1,1,40,71,57,87,255,B
std-2876,male,B,master's degree,1,0,21,87,95,58,261,B
std-2877,male,D,associate's degree,0,1,63,68,100,44,275,B
std-2878,male,B,high school,1,0,47,65,76,75,263,B
std-2879,male,C,associate's degree,0,0,46,100,91,81,318,B
std-2880,male,B,high school,1,0,43,84,61,39,227,C
std-2881,male,E,master's degree,1,0,17,48,23,50,138,Fail
std-2882,male,C,bachelor's degree,1,0,80,60,67,87,294,B
std-2883,male,C,bachelor's degree,0,0,20,100,76,26,222,C
std-2884,male,C,some college,1,1,86,75,100,90,351,A
std-2885,male,A,some college,1,0,27,45,29,41,142,Fail
std-2886,male,D,high school,1,0,59,100,100,60,319,B
std-2887,male,B,some college,1,1,59,100,61,56,276,B
std-2888,male,C,high school,1,0,52,60,71,81,264,B
std-2889,male,D,some college,0,1,33,58,64,53,208,C
std-2890,male,E,master's degree,1,1,27,83,66,16,192,D
std-2891,male,B,associate's degree,0,0,33,78,45,74,230,C
std-2892,male,D,associate's degree,1,0,45,85,79,43,252,B
std-2893,male,D,some college,1,0,66,45,85,39,235,C
std-2894,male,C,some college,0,0,52,32,100,60,244,C
std-2895,male,D,associate's degree,1,0,32,46,56,67,201,C
std-2896,male,C,master's degree,1,1,20,83,80,59,242,C
std-2897,male,A,master's degree,0,0,29,79,62,51,221,C
std-2898,male,D,some high school,1,0,36,100,69,83,288,B
std-2899,male,C,associate's degree,1,0,23,82,69,81,255,B
std-2900,male,A,some college,0,0,48,68,63,51,230,C
std-2901,male,D,bachelor's degree,1,0,36,59,10,35,140,Fail
std-2902,male,C,master's degree,1,1,69,91,46,71,277,B
std-2903,male,C,some college,0,0,54,78,53,70,255,B
std-2904,male,B,high school,0,0,48,85,78,61,272,B
std-2905,male,D,bachelor's degree,0,0,55,39,82,94,270,B
std-2906,male,B,some college,1,1,20,100,70,56,246,C
std-2907,male,B,some college,1,1,100,88,51,47,286,B
std-2908,male,C,bachelor's degree,1,0,20,56,75,41,192,D
std-2909,male,C,high school,1,0,75,100,50,59,284,B
std-2910,male,D,some high school,1,1,36,76,72,86,270,B
std-2911,male,C,some college,1,0,52,89,22,55,218,C
std-2912,male,E,bachelor's degree,0,1,42,78,86,38,244,C
std-2913,male,D,some college,1,1,47,83,78,100,308,B
std-2914,male,D,high school,0,0,38,85,74,60,257,B
std-2915,male,D,associate's degree,1,1,33,59,52,82,226,C
std-2916,male,B,high school,1,0,44,28,95,44,211,C
std-2917,male,C,some college,1,0,44,85,30,86,245,C
std-2918,male,E,high school,0,0,34,54,64,31,183,D
std-2919,male,D,high school,1,0,13,77,52,45,187,D
std-2920,male,D,high school,1,0,61,49,67,100,277,B
std-2921,male,E,bachelor's degree,0,1,81,51,37,50,219,C
std-2922,male,C,some college,1,0,77,62,71,78,288,B
std-2923,male,B,associate's degree,1,0,13,66,70,51,200,C
std-2924,male,B,high school,0,0,25,87,61,72,245,C
std-2925,male,B,some high school,0,0,37,70,77,72,256,B
std-2926,male,D,some college,1,0,29,79,47,44,199,D
std-2927,male,E,some college,0,1,45,100,88,98,331,A
std-2928,male,A,high school,1,0,15,50,63,50,178,D
std-2929,male,B,some college,1,0,88,93,83,79,343,A
std-2930,male,B,some college,1,0,71,78,32,77,258,B
std-2931,male,D,some college,1,0,39,100,79,100,318,B
std-2932,male,C,some high school,1,1,58,57,94,72,281,B
std-2933,male,E,some college,1,0,36,100,100,62,298,B
std-2934,male,E,high school,1,1,29,44,79,75,227,C
std-2935,male,B,high school,1,0,45,100,90,70,305,B
std-2936,male,C,some college,1,1,80,93,58,52,283,B
std-2937,male,E,master's degree,0,0,0,49,45,49,143,Fail
std-2938,male,D,associate's degree,0,0,28,83,56,30,197,D
std-2939,male,D,associate's degree,1,0,10,88,65,48,211,C
std-2940,male,D,bachelor's degree,0,1,64,87,66,58,275,B
std-2941,male,B,high school,1,0,39,44,59,56,198,D
std-2942,male,E,some college,1,1,17,91,49,79,236,C
std-2943,male,B,bachelor's degree,0,1,49,100,85,79,313,B
std-2944,male,E,some high school,0,0,39,60,52,46,197,D
std-2945,male,C,bachelor's degree,0,0,80,100,82,64,326,A
std-2946,male,B,some college,0,0,42,85,60,65,252,B
std-2947,male,C,bachelor's degree,0,1,63,57,100,77,297,B
std-2948,male,D,associate's degree,1,0,20,82,71,100,273,B
std-2949,male,D,master's degree,1,0,71,58,31,35,195,D
std-2950,male,C,bachelor's degree,0,0,68,63,56,94,281,B
std-2951,male,E,associate's degree,0,1,41,68,59,55,223,C
std-2952,male,A,some college,1,0,29,64,75,78,246,C
std-2953,male,D,bachelor's degree,0,1,86,75,52,48,261,B
std-2954,male,B,some high school,1,1,57,70,52,67,246,C
std-2955,male,D,high school,0,0,44,94,99,63,300,B
std-2956,male,C,some college,1,1,51,97,55,49,252,B
std-2957,male,D,associate's degree,1,1,53,91,58,81,283,B
std-2958,male,C,high school,0,1,58,86,45,85,274,B
std-2959,male,B,some high school,1,0,81,39,39,76,235,C
std-2960,male,C,high school,1,0,75,62,69,92,298,B
std-2961,male,B,bachelor's degree,0,1,39,75,64,28,206,C
std-2962,male,E,bachelor's degree,1,1,30,83,50,71,234,C
std-2963,male,D,bachelor's degree,0,0,38,90,37,39,204,C
std-2964,male,C,some college,1,1,32,80,68,50,230,C
std-2965,male,B,associate's degree,1,0,79,38,55,23,195,D
std-2966,male,E,bachelor's degree,0,0,32,49,56,100,237,C
std-2967,male,C,some college,1,0,39,73,67,60,239,C
std-2968,male,C,some college,1,0,34,61,35,70,200,C
std-2969,male,D,high school,0,1,59,100,95,100,354,A
std-2970,male,E,master's degree,1,1,15,60,57,74,206,C
std-2971,male,E,high school,1,0,53,74,74,37,238,C
std-2972,male,E,some high school,1,0,0,76,34,64,174,D
std-2973,male,A,high school,0,0,54,59,50,93,256,B
std-2974,male,D,associate's degree,1,0,62,57,69,85,273,B
std-2975,male,D,master's degree,1,1,22,68,84,51,225,C
std-2976,male,D,bachelor's degree,1,0,100,89,85,89,363,A
std-2977,male,C,bachelor's degree,1,0,96,70,42,95,303,B
std-2978,male,B,some high school,1,1,62,90,51,79,282,B
std-2979,male,B,some college,1,0,56,52,41,78,227,C
std-2980,male,D,some college,1,1,40,64,90,64,258,B
std-2981,male,B,high school,1,1,75,68,65,84,292,B
std-2982,male,C,bachelor's degree,1,1,46,65,76,77,264,B
std-2983,male,C,bachelor's degree,1,1,88,65,100,51,304,B
std-2984,male,D,high school,0,0,38,58,67,93,256,B
std-2985,male,D,some high school,1,0,53,91,77,77,298,B
std-2986,male,D,bachelor's degree,1,0,28,73,59,57,217,C
std-2987,male,E,some high school,0,0,73,84,82,42,281,B
std-2988,male,C,some high school,0,1,35,66,58,91,250,B
std-2989,male,B,high school,0,0,54,87,68,52,261,B
std-2990,male,D,associate's degree,1,0,32,61,68,96,257,B
std-2991,male,D,high school,1,1,41,60,100,100,301,B
std-2992,male,C,some college,1,0,47,60,77,44,228,C
std-2993,male,B,some high school,1,1,36,53,82,64,235,C
std-2994,male,B,associate's degree,1,0,35,79,54,49,217,C
std-2995,male,A,associate's degree,1,1,63,52,40,48,203,C
std-2996,male,C,associate's degree,1,0,72,99,61,87,319,B
std-2997,male,E,some college,1,0,76,38,29,43,186,D
std-2998,male,B,some college,1,0,32,79,42,48,201,C
std-2999,male,C,bachelor's degree,1,0,32,67,89,83,271,B
std-3000,male,D,some high school,0,0,54,51,48,80,233,C
std-3001,male,C,high school,1,0,45,17,100,67,229,C
std-3002,male,D,associate's degree,1,0,87,77,72,68,304,B
std-3003,male,D,associate's degree,0,1,45,91,64,53,253,B
std-3004,male,C,high school,1,1,58,65,35,96,254,B
std-3005,male,E,bachelor's degree,0,1,45,73,42,63,223,C
std-3006,male,C,high school,1,0,23,45,85,89,242,C
std-3007,male,B,some college,0,0,66,38,61,34,199,D
std-3008,male,C,bachelor's degree,1,1,62,77,83,51,273,B
std-3009,male,A,associate's degree,1,0,45,68,69,42,224,C
std-3010,male,B,some high school,0,0,8,83,67,37,195,D
std-3011,male,B,bachelor's degree,1,1,72,92,69,57,290,B
std-3012,male,C,associate's degree,1,1,39,95,53,57,244,C
std-3013,male,C,master's degree,0,1,39,68,91,57,255,B
std-3014,male,D,high school,1,0,24,88,47,54,213,C
std-3015,male,B,high school,1,0,53,60,85,66,264,B
std-3016,male,E,master's degree,1,1,81,17,69,37,204,C
std-3017,male,D,master's degree,0,0,27,82,63,55,227,C
std-3018,male,D,high school,0,0,30,84,66,54,234,C
std-3019,male,D,associate's degree,1,0,58,91,63,96,308,B
std-3020,male,B,bachelor's degree,0,1,51,64,92,56,263,B
std-3021,male,C,some high school,1,0,40,92,55,57,244,C
std-3022,male,C,some college,0,1,51,74,84,86,295,B
std-3023,male,B,associate's degree,0,0,52,79,59,33,223,C
std-3024,male,C,master's degree,0,0,26,63,66,85,240,C
std-3025,male,C,associate's degree,1,0,55,82,78,82,297,B
std-3026,male,B,high school,0,0,89,73,64,82,308,B
std-3027,male,B,high school,0,1,66,56,62,18,202,C
std-3028,male,E,high school,0,0,48,61,61,67,237,C
std-3029,male,B,associate's degree,0,0,78,75,98,84,335,A
std-3030,male,B,high school,1,1,37,64,62,75,238,C
std-3031,male,E,associate's degree,1,0,33,75,78,47,233,C
std-3032,male,D,bachelor's degree,0,0,50,65,62,62,239,C
std-3033,male,C,some high school,1,0,80,67,65,52,264,B
std-3034,male,A,associate's degree,1,0,6,74,65,47,192,D
std-3035,male,A,high school,0,0,70,63,48,66,247,C
std-3036,male,A,high school,1,0,48,62,74,71,255,B
std-3037,male,B,some college,1,0,83,61,79,69,292,B
std-3038,male,C,some college,0,0,27,100,79,64,270,B
std-3039,male,D,some college,1,1,98,95,81,66,340,A
std-3040,male,D,associate's degree,0,0,11,100,70,85,266,B
std-3041,male,C,associate's degree,1,1,38,85,83,93,299,B
std-3042,male,D,some college,1,0,75,90,78,52,295,B
std-3043,male,D,bachelor's degree,1,0,30,68,62,82,242,C
std-3044,male,C,high school,1,0,17,38,50,64,169,D
std-3045,male,B,some college,0,0,26,78,49,43,196,D
std-3046,male,D,some high school,0,1,35,97,51,52,235,C
std-3047,male,E,some college,1,1,76,99,98,100,373,A
std-3048,male,C,some college,1,0,25,63,47,86,221,C
std-3049,male,C,high school,1,1,35,39,63,42,179,D
std-3050,male,A,high school,0,0,63,76,57,62,258,B
std-3051,male,C,high school,1,0,70,77,65,44,256,B
std-3052,male,B,some college,1,1,64,95,73,77,309,B
std-3053,male,A,high school,1,1,100,75,61,43,279,B
std-3054,male,D,high school,1,0,85,58,66,78,287,B
std-3055,male,D,high school,0,0,43,66,54,45,208,C
std-3056,male,C,high school,1,0,49,72,65,100,286,B
std-3057,male,D,some college,1,0,66,84,49,58,257,B
std-3058,male,C,some college,0,1,23,87,85,82,277,B
std-3059,male,E,master's degree,1,0,57,54,64,43,218,C
std-3060,male,A,bachelor's degree,1,0,53,56,100,42,251,B
std-3061,male,B,associate's degree,1,0,66,63,68,73,270,B
std-3062,male,D,master's degree,1,0,15,65,90,37,207,C
std-3063,male,C,high school,1,0,61,92,86,100,339,A
std-3064,male,D,some high school,0,0,38,66,67,55,226,C
std-3065,male,E,some college,1,0,50,79,70,97,296,B
std-3066,male,D,some high school,1,1,59,85,86,56,286,B
std-3067,male,D,bachelor's degree,0,0,19,68,72,38,197,D
std-3068,male,C,some college,0,1,11,58,59,37,165,D
std-3069,male,D,some college,0,1,44,76,57,46,223,C
std-3070,male,D,master's degree,1,1,69,17,90,38,214,C
std-3071,male,C,associate's degree,1,0,26,91,82,9,208,C
std-3072,male,D,some college,0,0,28,45,66,63,202,C
std-3073,male,C,associate's degree,0,1,46,100,74,40,260,B
std-3074,male,C,high school,0,0,35,65,64,47,211,C
std-3075,male,B,master's degree,1,0,33,100,54,71,258,B
std-3076,male,B,some college,1,1,69,77,41,81,268,B
std-3077,male,C,some high school,0,0,48,86,60,62,256,B
std-3078,male,B,some college,1,0,74,93,79,100,346,A
std-3079,male,C,high school,1,1,35,81,73,28,217,C
std-3080,male,E,some college,1,1,63,98,87,51,299,B
std-3081,male,D,some high school,1,0,22,82,87,9,200,C
std-3082,male,C,some college,1,1,88,87,73,78,326,A
std-3083,male,D,high school,1,0,56,79,67,77,279,B
std-3084,male,B,high school,1,1,68,67,81,65,281,B
std-3085,male,B,bachelor's degree,1,0,21,90,89,88,288,B
std-3086,male,A,master's degree,1,1,46,47,77,33,203,C
std-3087,male,C,high school,0,0,47,77,58,53,235,C
std-3088,male,C,high school,1,0,55,82,63,88,288,B
std-3089,male,E,some college,0,1,80,91,50,49,270,B
std-3090,male,A,bachelor's degree,1,1,53,68,68,55,244,C
std-3091,male,C,some college,1,0,48,46,39,58,191,D
